"","word"
"85943","even"
"85944","to"
"85945","be"
"85946","discovered"
"85947","i"
"85948","have"
"85949","not"
"85950","the"
"85951","smallest"
"85952","hope"
"85953","it"
"85954","is"
"85955","every"
"85956","way"
"85957","horrible"
"85958","darcy"
"85959","shook"
"85960","his"
"85961","head"
"85962","in"
"85963","silent"
"85964","acquiescence"
"85965","when"
"85966","my"
"85967","eyes"
"85968","were"
"85969","opened"
"85970","to"
"85971","his"
"85972","real"
"85973","character"
"85974","oh"
"85975","had"
"85976","i"
"85977","known"
"85978","what"
"85979","i"
"85980","ought"
"85981","what"
"85982","i"
"85983","dared"
"85984","to"
"85985","do"
"85986","but"
"85987","i"
"85988","knew"
"85989","not"
"85990","i"
"85991","was"
"85992","afraid"
"85993","of"
"85994","doing"
"85995","too"
"85996","much"
"85997","wretched"
"85998","wretched"
"85999","mistake"
"86000","darcy"
"86001","made"
"86002","no"
"86003","answer"
"86004","he"
"86005","seemed"
"86006","scarcely"
"86007","to"
"86008","hear"
"86009","her"
"86010","and"
"86011","was"
"86012","walking"
"86013","up"
"86014","and"
"86015","down"
"86016","the"
"86017","room"
"86018","in"
"86019","earnest"
"86020","meditation"
"86021","his"
"86022","brow"
"86023","contracted"
"86024","his"
"86025","air"
"86026","gloomy"
"86027","elizabeth"
"86028","soon"
"86029","observed"
"86030","and"
"86031","instantly"
"86032","understood"
"86033","it"
"86034","her"
"86035","power"
"86036","was"
"86037","sinking"
"86038","everything"
"86039","must"
"86040","sink"
"86041","under"
"86042","such"
"86043","a"
"86044","proof"
"86045","of"
"86046","family"
"86047","weakness"
"86048","such"
"86049","an"
"86050","assurance"
"86051","of"
"86052","the"
"86053","deepest"
"86054","disgrace"
"86055","she"
"86056","could"
"86057","neither"
"86058","wonder"
"86059","nor"
"86060","condemn"
"86061","but"
"86062","the"
"86063","belief"
"86064","of"
"86065","his"
"86066","self"
"86067","conquest"
"86068","brought"
"86069","nothing"
"86070","consolatory"
"86071","to"
"86072","her"
"86073","bosom"
"86074","afforded"
"86075","no"
"86076","palliation"
"86077","of"
"86078","her"
"86079","distress"
"86080","it"
"86081","was"
"86082","on"
"86083","the"
"86084","contrary"
"86085","exactly"
"86086","calculated"
"86087","to"
"86088","make"
"86089","her"
"86090","understand"
"86091","her"
"86092","own"
"86093","wishes"
"86094","and"
"86095","never"
"86096","had"
"86097","she"
"86098","so"
"86099","honestly"
"86100","felt"
"86101","that"
"86102","she"
"86103","could"
"86104","have"
"86105","loved"
"86106","him"
"86107","as"
"86108","now"
"86109","when"
"86110","all"
"86111","love"
"86112","must"
"86113","be"
"86114","vain"
"86115","but"
"86116","self"
"86117","though"
"86118","it"
"86119","would"
"86120","intrude"
"86121","could"
"86122","not"
"86123","engross"
"86124","her"
"86125","lydia"
"86126","the"
"86127","humiliation"
"86128","the"
"86129","misery"
"86130","she"
"86131","was"
"86132","bringing"
"86133","on"
"86134","them"
"86135","all"
"86136","soon"
"86137","swallowed"
"86138","up"
"86139","every"
"86140","private"
"86141","care"
"86142","and"
"86143","covering"
"86144","her"
"86145","face"
"86146","with"
"86147","her"
"86148","handkerchief"
"86149","elizabeth"
"86150","was"
"86151","soon"
"86152","lost"
"86153","to"
"86154","everything"
"86155","else"
"86156","and"
"86157","after"
"86158","a"
"86159","pause"
"86160","of"
"86161","several"
"86162","minutes"
"86163","was"
"86164","only"
"86165","recalled"
"86166","to"
"86167","a"
"86168","sense"
"86169","of"
"86170","her"
"86171","situation"
"86172","by"
"86173","the"
"86174","voice"
"86175","of"
"86176","her"
"86177","companion"
"86178","who"
"86179","in"
"86180","a"
"86181","manner"
"86182","which"
"86183","though"
"86184","it"
"86185","spoke"
"86186","compassion"
"86187","spoke"
"86188","likewise"
"86189","restraint"
"86190","said"
"86191","i"
"86192","am"
"86193","afraid"
"86194","you"
"86195","have"
"86196","been"
"86197","long"
"86198","desiring"
"86199","my"
"86200","absence"
"86201","nor"
"86202","have"
"86203","i"
"86204","anything"
"86205","to"
"86206","plead"
"86207","in"
"86208","excuse"
"86209","of"
"86210","my"
"86211","stay"
"86212","but"
"86213","real"
"86214","though"
"86215","unavailing"
"86216","concern"
"86217","would"
"86218","to"
"86219","heaven"
"86220","that"
"86221","anything"
"86222","could"
"86223","be"
"86224","either"
"86225","said"
"86226","or"
"86227","done"
"86228","on"
"86229","my"
"86230","part"
"86231","that"
"86232","might"
"86233","offer"
"86234","consolation"
"86235","to"
"86236","such"
"86237","distress"
"86238","but"
"86239","i"
"86240","will"
"86241","not"
"86242","torment"
"86243","you"
"86244","with"
"86245","vain"
"86246","wishes"
"86247","which"
"86248","may"
"86249","seem"
"86250","purposely"
"86251","to"
"86252","ask"
"86253","for"
"86254","your"
"86255","thanks"
"86256","this"
"86257","unfortunate"
"86258","affair"
"86259","will"
"86260","i"
"86261","fear"
"86262","prevent"
"86263","my"
"86264","sister's"
"86265","having"
"86266","the"
"86267","pleasure"
"86268","of"
"86269","seeing"
"86270","you"
"86271","at"
"86272","pemberley"
"86273","to"
"86274","day"
"86275","oh"
"86276","yes"
"86277","be"
"86278","so"
"86279","kind"
"86280","as"
"86281","to"
"86282","apologise"
"86283","for"
"86284","us"
"86285","to"
"86286","miss"
"86287","darcy"
"86288","say"
"86289","that"
"86290","urgent"
"86291","business"
"86292","calls"
"86293","us"
"86294","home"
"86295","immediately"
"86296","conceal"
"86297","the"
"86298","unhappy"
"86299","truth"
"86300","as"
"86301","long"
"86302","as"
"86303","it"
"86304","is"
"86305","possible"
"86306","i"
"86307","know"
"86308","it"
"86309","cannot"
"86310","be"
"86311","long"
"86312","he"
"86313","readily"
"86314","assured"
"86315","her"
"86316","of"
"86317","his"
"86318","secrecy"
"86319","again"
"86320","expressed"
"86321","his"
"86322","sorrow"
"86323","for"
"86324","her"
"86325","distress"
"86326","wished"
"86327","it"
"86328","a"
"86329","happier"
"86330","conclusion"
"86331","than"
"86332","there"
"86333","was"
"86334","at"
"86335","present"
"86336","reason"
"86337","to"
"86338","hope"
"86339","and"
"86340","leaving"
"86341","his"
"86342","compliments"
"86343","for"
"86344","her"
"86345","relations"
"86346","with"
"86347","only"
"86348","one"
"86349","serious"
"86350","parting"
"86351","look"
"86352","went"
"86353","away"
"86354","as"
"86355","he"
"86356","quitted"
"86357","the"
"86358","room"
"86359","elizabeth"
"86360","felt"
"86361","how"
"86362","improbable"
"86363","it"
"86364","was"
"86365","that"
"86366","they"
"86367","should"
"86368","ever"
"86369","see"
"86370","each"
"86371","other"
"86372","again"
"86373","on"
"86374","such"
"86375","terms"
"86376","of"
"86377","cordiality"
"86378","as"
"86379","had"
"86380","marked"
"86381","their"
"86382","several"
"86383","meetings"
"86384","in"
"86385","derbyshire"
"86386","and"
"86387","as"
"86388","she"
"86389","threw"
"86390","a"
"86391","retrospective"
"86392","glance"
"86393","over"
"86394","the"
"86395","whole"
"86396","of"
"86397","their"
"86398","acquaintance"
"86399","so"
"86400","full"
"86401","of"
"86402","contradictions"
"86403","and"
"86404","varieties"
"86405","sighed"
"86406","at"
"86407","the"
"86408","perverseness"
"86409","of"
"86410","those"
"86411","feelings"
"86412","which"
"86413","would"
"86414","now"
"86415","have"
"86416","promoted"
"86417","its"
"86418","continuance"
"86419","and"
"86420","would"
"86421","formerly"
"86422","have"
"86423","rejoiced"
"86424","in"
"86425","its"
"86426","termination"
"86427","if"
"86428","gratitude"
"86429","and"
"86430","esteem"
"86431","are"
"86432","good"
"86433","foundations"
"86434","of"
"86435","affection"
"86436","elizabeth's"
"86437","change"
"86438","of"
"86439","sentiment"
"86440","will"
"86441","be"
"86442","neither"
"86443","improbable"
"86444","nor"
"86445","faulty"
"86446","but"
"86447","if"
"86448","otherwise"
"86449","if"
"86450","regard"
"86451","springing"
"86452","from"
"86453","such"
"86454","sources"
"86455","is"
"86456","unreasonable"
"86457","or"
"86458","unnatural"
"86459","in"
"86460","comparison"
"86461","of"
"86462","what"
"86463","is"
"86464","so"
"86465","often"
"86466","described"
"86467","as"
"86468","arising"
"86469","on"
"86470","a"
"86471","first"
"86472","interview"
"86473","with"
"86474","its"
"86475","object"
"86476","and"
"86477","even"
"86478","before"
"86479","two"
"86480","words"
"86481","have"
"86482","been"
"86483","exchanged"
"86484","nothing"
"86485","can"
"86486","be"
"86487","said"
"86488","in"
"86489","her"
"86490","defence"
"86491","except"
"86492","that"
"86493","she"
"86494","had"
"86495","given"
"86496","somewhat"
"86497","of"
"86498","a"
"86499","trial"
"86500","to"
"86501","the"
"86502","latter"
"86503","method"
"86504","in"
"86505","her"
"86506","partiality"
"86507","for"
"86508","wickham"
"86509","and"
"86510","that"
"86511","its"
"86512","ill"
"86513","success"
"86514","might"
"86515","perhaps"
"86516","authorise"
"86517","her"
"86518","to"
"86519","seek"
"86520","the"
"86521","other"
"86522","less"
"86523","interesting"
"86524","mode"
"86525","of"
"86526","attachment"
"86527","be"
"86528","that"
"86529","as"
"86530","it"
"86531","may"
"86532","she"
"86533","saw"
"86534","him"
"86535","go"
"86536","with"
"86537","regret"
"86538","and"
"86539","in"
"86540","this"
"86541","early"
"86542","example"
"86543","of"
"86544","what"
"86545","lydia's"
"86546","infamy"
"86547","must"
"86548","produce"
"86549","found"
"86550","additional"
"86551","anguish"
"86552","as"
"86553","she"
"86554","reflected"
"86555","on"
"86556","that"
"86557","wretched"
"86558","business"
"86559","never"
"86560","since"
"86561","reading"
"86562","jane's"
"86563","second"
"86564","letter"
"86565","had"
"86566","she"
"86567","entertained"
"86568","a"
"86569","hope"
"86570","of"
"86571","wickham's"
"86572","meaning"
"86573","to"
"86574","marry"
"86575","her"
"86576","no"
"86577","one"
"86578","but"
"86579","jane"
"86580","she"
"86581","thought"
"86582","could"
"86583","flatter"
"86584","herself"
"86585","with"
"86586","such"
"86587","an"
"86588","expectation"
"86589","surprise"
"86590","was"
"86591","the"
"86592","least"
"86593","of"
"86594","her"
"86595","feelings"
"86596","on"
"86597","this"
"86598","development"
"86599","while"
"86600","the"
"86601","contents"
"86602","of"
"86603","the"
"86604","first"
"86605","letter"
"86606","remained"
"86607","in"
"86608","her"
"86609","mind"
"86610","she"
"86611","was"
"86612","all"
"86613","surprise"
"86614","all"
"86615","astonishment"
"86616","that"
"86617","wickham"
"86618","should"
"86619","marry"
"86620","a"
"86621","girl"
"86622","whom"
"86623","it"
"86624","was"
"86625","impossible"
"86626","he"
"86627","could"
"86628","marry"
"86629","for"
"86630","money"
"86631","and"
"86632","how"
"86633","lydia"
"86634","could"
"86635","ever"
"86636","have"
"86637","attached"
"86638","him"
"86639","had"
"86640","appeared"
"86641","incomprehensible"
"86642","but"
"86643","now"
"86644","it"
"86645","was"
"86646","all"
"86647","too"
"86648","natural"
"86649","for"
"86650","such"
"86651","an"
"86652","attachment"
"86653","as"
"86654","this"
"86655","she"
"86656","might"
"86657","have"
"86658","sufficient"
"86659","charms"
"86660","and"
"86661","though"
"86662","she"
"86663","did"
"86664","not"
"86665","suppose"
"86666","lydia"
"86667","to"
"86668","be"
"86669","deliberately"
"86670","engaging"
"86671","in"
"86672","an"
"86673","elopement"
"86674","without"
"86675","the"
"86676","intention"
"86677","of"
"86678","marriage"
"86679","she"
"86680","had"
"86681","no"
"86682","difficulty"
"86683","in"
"86684","believing"
"86685","that"
"86686","neither"
"86687","her"
"86688","virtue"
"86689","nor"
"86690","her"
"86691","understanding"
"86692","would"
"86693","preserve"
"86694","her"
"86695","from"
"86696","falling"
"86697","an"
"86698","easy"
"86699","prey"
"86700","she"
"86701","had"
"86702","never"
"86703","perceived"
"86704","while"
"86705","the"
"86706","regiment"
"86707","was"
"86708","in"
"86709","hertfordshire"
"86710","that"
"86711","lydia"
"86712","had"
"86713","any"
"86714","partiality"
"86715","for"
"86716","him"
"86717","but"
"86718","she"
"86719","was"
"86720","convinced"
"86721","that"
"86722","lydia"
"86723","wanted"
"86724","only"
"86725","encouragement"
"86726","to"
"86727","attach"
"86728","herself"
"86729","to"
"86730","anybody"
"86731","sometimes"
"86732","one"
"86733","officer"
"86734","sometimes"
"86735","another"
"86736","had"
"86737","been"
"86738","her"
"86739","favourite"
"86740","as"
"86741","their"
"86742","attentions"
"86743","raised"
"86744","them"
"86745","in"
"86746","her"
"86747","opinion"
"86748","her"
"86749","affections"
"86750","had"
"86751","continually"
"86752","been"
"86753","fluctuating"
"86754","but"
"86755","never"
"86756","without"
"86757","an"
"86758","object"
"86759","the"
"86760","mischief"
"86761","of"
"86762","neglect"
"86763","and"
"86764","mistaken"
"86765","indulgence"
"86766","towards"
"86767","such"
"86768","a"
"86769","girl"
"86770","oh"
"86771","how"
"86772","acutely"
"86773","did"
"86774","she"
"86775","now"
"86776","feel"
"86777","it"
"86778","she"
"86779","was"
"86780","wild"
"86781","to"
"86782","be"
"86783","at"
"86784","home"
"86785","to"
"86786","hear"
"86787","to"
"86788","see"
"86789","to"
"86790","be"
"86791","upon"
"86792","the"
"86793","spot"
"86794","to"
"86795","share"
"86796","with"
"86797","jane"
"86798","in"
"86799","the"
"86800","cares"
"86801","that"
"86802","must"
"86803","now"
"86804","fall"
"86805","wholly"
"86806","upon"
"86807","her"
"86808","in"
"86809","a"
"86810","family"
"86811","so"
"86812","deranged"
"86813","a"
"86814","father"
"86815","absent"
"86816","a"
"86817","mother"
"86818","incapable"
"86819","of"
"86820","exertion"
"86821","and"
"86822","requiring"
"86823","constant"
"86824","attendance"
"86825","and"
"86826","though"
"86827","almost"
"86828","persuaded"
"86829","that"
"86830","nothing"
"86831","could"
"86832","be"
"86833","done"
"86834","for"
"86835","lydia"
"86836","her"
"86837","uncle's"
"86838","interference"
"86839","seemed"
"86840","of"
"86841","the"
"86842","utmost"
"86843","importance"
"86844","and"
"86845","till"
"86846","he"
"86847","entered"
"86848","the"
"86849","room"
"86850","her"
"86851","impatience"
"86852","was"
"86853","severe"
"86854","mr"
"86855","and"
"86856","mrs"
"86857","gardiner"
"86858","had"
"86859","hurried"
"86860","back"
"86861","in"
"86862","alarm"
"86863","supposing"
"86864","by"
"86865","the"
"86866","servant's"
"86867","account"
"86868","that"
"86869","their"
"86870","niece"
"86871","was"
"86872","taken"
"86873","suddenly"
"86874","ill"
"86875","but"
"86876","satisfying"
"86877","them"
"86878","instantly"
"86879","on"
"86880","that"
"86881","head"
"86882","she"
"86883","eagerly"
"86884","communicated"
"86885","the"
"86886","cause"
"86887","of"
"86888","their"
"86889","summons"
"86890","reading"
"86891","the"
"86892","two"
"86893","letters"
"86894","aloud"
"86895","and"
"86896","dwelling"
"86897","on"
"86898","the"
"86899","postscript"
"86900","of"
"86901","the"
"86902","last"
"86903","with"
"86904","trembling"
"86905","energy"
"86906","though"
"86907","lydia"
"86908","had"
"86909","never"
"86910","been"
"86911","a"
"86912","favourite"
"86913","with"
"86914","them"
"86915","mr"
"86916","and"
"86917","mrs"
"86918","gardiner"
"86919","could"
"86920","not"
"86921","but"
"86922","be"
"86923","deeply"
"86924","afflicted"
"86925","not"
"86926","lydia"
"86927","only"
"86928","but"
"86929","all"
"86930","were"
"86931","concerned"
"86932","in"
"86933","it"
"86934","and"
"86935","after"
"86936","the"
"86937","first"
"86938","exclamations"
"86939","of"
"86940","surprise"
"86941","and"
"86942","horror"
"86943","mr"
"86944","gardiner"
"86945","promised"
"86946","every"
"86947","assistance"
"86948","in"
"86949","his"
"86950","power"
"86951","elizabeth"
"86952","though"
"86953","expecting"
"86954","no"
"86955","less"
"86956","thanked"
"86957","him"
"86958","with"
"86959","tears"
"86960","of"
"86961","gratitude"
"86962","and"
"86963","all"
"86964","three"
"86965","being"
"86966","actuated"
"86967","by"
"86968","one"
"86969","spirit"
"86970","everything"
"86971","relating"
"86972","to"
"86973","their"
"86974","journey"
"86975","was"
"86976","speedily"
"86977","settled"
"86978","they"
"86979","were"
"86980","to"
"86981","be"
"86982","off"
"86983","as"
"86984","soon"
"86985","as"
"86986","possible"
"86987","but"
"86988","what"
"86989","is"
"86990","to"
"86991","be"
"86992","done"
"86993","about"
"86994","pemberley"
"86995","cried"
"86996","mrs"
"86997","gardiner"
"86998","john"
"86999","told"
"87000","us"
"87001","mr"
"87002","darcy"
"87003","was"
"87004","here"
"87005","when"
"87006","you"
"87007","sent"
"87008","for"
"87009","us"
"87010","was"
"87011","it"
"87012","so"
"87013","yes"
"87014","and"
"87015","i"
"87016","told"
"87017","him"
"87018","we"
"87019","should"
"87020","not"
"87021","be"
"87022","able"
"87023","to"
"87024","keep"
"87025","our"
"87026","engagement"
"87027","that"
"87028","is"
"87029","all"
"87030","settled"
"87031","what"
"87032","is"
"87033","all"
"87034","settled"
"87035","repeated"
"87036","the"
"87037","other"
"87038","as"
"87039","she"
"87040","ran"
"87041","into"
"87042","her"
"87043","room"
"87044","to"
"87045","prepare"
"87046","and"
"87047","are"
"87048","they"
"87049","upon"
"87050","such"
"87051","terms"
"87052","as"
"87053","for"
"87054","her"
"87055","to"
"87056","disclose"
"87057","the"
"87058","real"
"87059","truth"
"87060","oh"
"87061","that"
"87062","i"
"87063","knew"
"87064","how"
"87065","it"
"87066","was"
"87067","but"
"87068","wishes"
"87069","were"
"87070","vain"
"87071","or"
"87072","at"
"87073","least"
"87074","could"
"87075","only"
"87076","serve"
"87077","to"
"87078","amuse"
"87079","her"
"87080","in"
"87081","the"
"87082","hurry"
"87083","and"
"87084","confusion"
"87085","of"
"87086","the"
"87087","following"
"87088","hour"
"87089","had"
"87090","elizabeth"
"87091","been"
"87092","at"
"87093","leisure"
"87094","to"
"87095","be"
"87096","idle"
"87097","she"
"87098","would"
"87099","have"
"87100","remained"
"87101","certain"
"87102","that"
"87103","all"
"87104","employment"
"87105","was"
"87106","impossible"
"87107","to"
"87108","one"
"87109","so"
"87110","wretched"
"87111","as"
"87112","herself"
"87113","but"
"87114","she"
"87115","had"
"87116","her"
"87117","share"
"87118","of"
"87119","business"
"87120","as"
"87121","well"
"87122","as"
"87123","her"
"87124","aunt"
"87125","and"
"87126","amongst"
"87127","the"
"87128","rest"
"87129","there"
"87130","were"
"87131","notes"
"87132","to"
"87133","be"
"87134","written"
"87135","to"
"87136","all"
"87137","their"
"87138","friends"
"87139","at"
"87140","lambton"
"87141","with"
"87142","false"
"87143","excuses"
"87144","for"
"87145","their"
"87146","sudden"
"87147","departure"
"87148","an"
"87149","hour"
"87150","however"
"87151","saw"
"87152","the"
"87153","whole"
"87154","completed"
"87155","and"
"87156","mr"
"87157","gardiner"
"87158","meanwhile"
"87159","having"
"87160","settled"
"87161","his"
"87162","account"
"87163","at"
"87164","the"
"87165","inn"
"87166","nothing"
"87167","remained"
"87168","to"
"87169","be"
"87170","done"
"87171","but"
"87172","to"
"87173","go"
"87174","and"
"87175","elizabeth"
"87176","after"
"87177","all"
"87178","the"
"87179","misery"
"87180","of"
"87181","the"
"87182","morning"
"87183","found"
"87184","herself"
"87185","in"
"87186","a"
"87187","shorter"
"87188","space"
"87189","of"
"87190","time"
"87191","than"
"87192","she"
"87193","could"
"87194","have"
"87195","supposed"
"87196","seated"
"87197","in"
"87198","the"
"87199","carriage"
"87200","and"
"87201","on"
"87202","the"
"87203","road"
"87204","to"
"87205","longbourn"
"87206","chapter"
"87207","47"
"87208","i"
"87209","have"
"87210","been"
"87211","thinking"
"87212","it"
"87213","over"
"87214","again"
"87215","elizabeth"
"87216","said"
"87217","her"
"87218","uncle"
"87219","as"
"87220","they"
"87221","drove"
"87222","from"
"87223","the"
"87224","town"
"87225","and"
"87226","really"
"87227","upon"
"87228","serious"
"87229","consideration"
"87230","i"
"87231","am"
"87232","much"
"87233","more"
"87234","inclined"
"87235","than"
"87236","i"
"87237","was"
"87238","to"
"87239","judge"
"87240","as"
"87241","your"
"87242","eldest"
"87243","sister"
"87244","does"
"87245","on"
"87246","the"
"87247","matter"
"87248","it"
"87249","appears"
"87250","to"
"87251","me"
"87252","so"
"87253","very"
"87254","unlikely"
"87255","that"
"87256","any"
"87257","young"
"87258","man"
"87259","should"
"87260","form"
"87261","such"
"87262","a"
"87263","design"
"87264","against"
"87265","a"
"87266","girl"
"87267","who"
"87268","is"
"87269","by"
"87270","no"
"87271","means"
"87272","unprotected"
"87273","or"
"87274","friendless"
"87275","and"
"87276","who"
"87277","was"
"87278","actually"
"87279","staying"
"87280","in"
"87281","his"
"87282","colonel's"
"87283","family"
"87284","that"
"87285","i"
"87286","am"
"87287","strongly"
"87288","inclined"
"87289","to"
"87290","hope"
"87291","the"
"87292","best"
"87293","could"
"87294","he"
"87295","expect"
"87296","that"
"87297","her"
"87298","friends"
"87299","would"
"87300","not"
"87301","step"
"87302","forward"
"87303","could"
"87304","he"
"87305","expect"
"87306","to"
"87307","be"
"87308","noticed"
"87309","again"
"87310","by"
"87311","the"
"87312","regiment"
"87313","after"
"87314","such"
"87315","an"
"87316","affront"
"87317","to"
"87318","colonel"
"87319","forster"
"87320","his"
"87321","temptation"
"87322","is"
"87323","not"
"87324","adequate"
"87325","to"
"87326","the"
"87327","risk"
"87328","do"
"87329","you"
"87330","really"
"87331","think"
"87332","so"
"87333","cried"
"87334","elizabeth"
"87335","brightening"
"87336","up"
"87337","for"
"87338","a"
"87339","moment"
"87340","upon"
"87341","my"
"87342","word"
"87343","said"
"87344","mrs"
"87345","gardiner"
"87346","i"
"87347","begin"
"87348","to"
"87349","be"
"87350","of"
"87351","your"
"87352","uncle's"
"87353","opinion"
"87354","it"
"87355","is"
"87356","really"
"87357","too"
"87358","great"
"87359","a"
"87360","violation"
"87361","of"
"87362","decency"
"87363","honour"
"87364","and"
"87365","interest"
"87366","for"
"87367","him"
"87368","to"
"87369","be"
"87370","guilty"
"87371","of"
"87372","i"
"87373","cannot"
"87374","think"
"87375","so"
"87376","very"
"87377","ill"
"87378","of"
"87379","wickham"
"87380","can"
"87381","you"
"87382","yourself"
"87383","lizzy"
"87384","so"
"87385","wholly"
"87386","give"
"87387","him"
"87388","up"
"87389","as"
"87390","to"
"87391","believe"
"87392","him"
"87393","capable"
"87394","of"
"87395","it"
"87396","not"
"87397","perhaps"
"87398","of"
"87399","neglecting"
"87400","his"
"87401","own"
"87402","interest"
"87403","but"
"87404","of"
"87405","every"
"87406","other"
"87407","neglect"
"87408","i"
"87409","can"
"87410","believe"
"87411","him"
"87412","capable"
"87413","if"
"87414","indeed"
"87415","it"
"87416","should"
"87417","be"
"87418","so"
"87419","but"
"87420","i"
"87421","dare"
"87422","not"
"87423","hope"
"87424","it"
"87425","why"
"87426","should"
"87427","they"
"87428","not"
"87429","go"
"87430","on"
"87431","to"
"87432","scotland"
"87433","if"
"87434","that"
"87435","had"
"87436","been"
"87437","the"
"87438","case"
"87439","in"
"87440","the"
"87441","first"
"87442","place"
"87443","replied"
"87444","mr"
"87445","gardiner"
"87446","there"
"87447","is"
"87448","no"
"87449","absolute"
"87450","proof"
"87451","that"
"87452","they"
"87453","are"
"87454","not"
"87455","gone"
"87456","to"
"87457","scotland"
"87458","oh"
"87459","but"
"87460","their"
"87461","removing"
"87462","from"
"87463","the"
"87464","chaise"
"87465","into"
"87466","a"
"87467","hackney"
"87468","coach"
"87469","is"
"87470","such"
"87471","a"
"87472","presumption"
"87473","and"
"87474","besides"
"87475","no"
"87476","traces"
"87477","of"
"87478","them"
"87479","were"
"87480","to"
"87481","be"
"87482","found"
"87483","on"
"87484","the"
"87485","barnet"
"87486","road"
"87487","well"
"87488","then"
"87489","supposing"
"87490","them"
"87491","to"
"87492","be"
"87493","in"
"87494","london"
"87495","they"
"87496","may"
"87497","be"
"87498","there"
"87499","though"
"87500","for"
"87501","the"
"87502","purpose"
"87503","of"
"87504","concealment"
"87505","for"
"87506","no"
"87507","more"
"87508","exceptional"
"87509","purpose"
"87510","it"
"87511","is"
"87512","not"
"87513","likely"
"87514","that"
"87515","money"
"87516","should"
"87517","be"
"87518","very"
"87519","abundant"
"87520","on"
"87521","either"
"87522","side"
"87523","and"
"87524","it"
"87525","might"
"87526","strike"
"87527","them"
"87528","that"
"87529","they"
"87530","could"
"87531","be"
"87532","more"
"87533","economically"
"87534","though"
"87535","less"
"87536","expeditiously"
"87537","married"
"87538","in"
"87539","london"
"87540","than"
"87541","in"
"87542","scotland"
"87543","but"
"87544","why"
"87545","all"
"87546","this"
"87547","secrecy"
"87548","why"
"87549","any"
"87550","fear"
"87551","of"
"87552","detection"
"87553","why"
"87554","must"
"87555","their"
"87556","marriage"
"87557","be"
"87558","private"
"87559","oh"
"87560","no"
"87561","no"
"87562","this"
"87563","is"
"87564","not"
"87565","likely"
"87566","his"
"87567","most"
"87568","particular"
"87569","friend"
"87570","you"
"87571","see"
"87572","by"
"87573","jane's"
"87574","account"
"87575","was"
"87576","persuaded"
"87577","of"
"87578","his"
"87579","never"
"87580","intending"
"87581","to"
"87582","marry"
"87583","her"
"87584","wickham"
"87585","will"
"87586","never"
"87587","marry"
"87588","a"
"87589","woman"
"87590","without"
"87591","some"
"87592","money"
"87593","he"
"87594","cannot"
"87595","afford"
"87596","it"
"87597","and"
"87598","what"
"87599","claims"
"87600","has"
"87601","lydia"
"87602","what"
"87603","attraction"
"87604","has"
"87605","she"
"87606","beyond"
"87607","youth"
"87608","health"
"87609","and"
"87610","good"
"87611","humour"
"87612","that"
"87613","could"
"87614","make"
"87615","him"
"87616","for"
"87617","her"
"87618","sake"
"87619","forego"
"87620","every"
"87621","chance"
"87622","of"
"87623","benefiting"
"87624","himself"
"87625","by"
"87626","marrying"
"87627","well"
"87628","as"
"87629","to"
"87630","what"
"87631","restraint"
"87632","the"
"87633","apprehensions"
"87634","of"
"87635","disgrace"
"87636","in"
"87637","the"
"87638","corps"
"87639","might"
"87640","throw"
"87641","on"
"87642","a"
"87643","dishonourable"
"87644","elopement"
"87645","with"
"87646","her"
"87647","i"
"87648","am"
"87649","not"
"87650","able"
"87651","to"
"87652","judge"
"87653","for"
"87654","i"
"87655","know"
"87656","nothing"
"87657","of"
"87658","the"
"87659","effects"
"87660","that"
"87661","such"
"87662","a"
"87663","step"
"87664","might"
"87665","produce"
"87666","but"
"87667","as"
"87668","to"
"87669","your"
"87670","other"
"87671","objection"
"87672","i"
"87673","am"
"87674","afraid"
"87675","it"
"87676","will"
"87677","hardly"
"87678","hold"
"87679","good"
"87680","lydia"
"87681","has"
"87682","no"
"87683","brothers"
"87684","to"
"87685","step"
"87686","forward"
"87687","and"
"87688","he"
"87689","might"
"87690","imagine"
"87691","from"
"87692","my"
"87693","father's"
"87694","behaviour"
"87695","from"
"87696","his"
"87697","indolence"
"87698","and"
"87699","the"
"87700","little"
"87701","attention"
"87702","he"
"87703","has"
"87704","ever"
"87705","seemed"
"87706","to"
"87707","give"
"87708","to"
"87709","what"
"87710","was"
"87711","going"
"87712","forward"
"87713","in"
"87714","his"
"87715","family"
"87716","that"
"87717","he"
"87718","would"
"87719","do"
"87720","as"
"87721","little"
"87722","and"
"87723","think"
"87724","as"
"87725","little"
"87726","about"
"87727","it"
"87728","as"
"87729","any"
"87730","father"
"87731","could"
"87732","do"
"87733","in"
"87734","such"
"87735","a"
"87736","matter"
"87737","but"
"87738","can"
"87739","you"
"87740","think"
"87741","that"
"87742","lydia"
"87743","is"
"87744","so"
"87745","lost"
"87746","to"
"87747","everything"
"87748","but"
"87749","love"
"87750","of"
"87751","him"
"87752","as"
"87753","to"
"87754","consent"
"87755","to"
"87756","live"
"87757","with"
"87758","him"
"87759","on"
"87760","any"
"87761","terms"
"87762","other"
"87763","than"
"87764","marriage"
"87765","it"
"87766","does"
"87767","seem"
"87768","and"
"87769","it"
"87770","is"
"87771","most"
"87772","shocking"
"87773","indeed"
"87774","replied"
"87775","elizabeth"
"87776","with"
"87777","tears"
"87778","in"
"87779","her"
"87780","eyes"
"87781","that"
"87782","a"
"87783","sister's"
"87784","sense"
"87785","of"
"87786","decency"
"87787","and"
"87788","virtue"
